pixel_iou,pixel_dice,pixel_accuracy,pixel_precision,pixel_recall,region_iou,region_dice,region_precision,region_recall,region_success_accuracy
0.0,0.0,0.9953088760375977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9957084655761719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9974231719970703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9990100860595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.997161865234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9989595413208008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9809360504150391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9840736389160156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9808359146118164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9588966369628906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9915037155151367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9335575103759766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9674043655395508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9925060272216797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9722900390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.966364860534668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9350471496582031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9893465042114258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8129157877656985,0.8968047972791551,0.9989004135131836,0.8911419423692636,0.9025400828679517,0.8129157877656985,0.8968047972791551,0.8911419423692636,0.9025400828679517,1.0
0.0,0.0,0.9735898971557617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9484786987304688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9935064315795898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9932031631469727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9772682189941406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9940023422241211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9828996658325195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9936637878417969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9863739013671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9943733215332031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9814310073852539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9894647598266602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.986323356628418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9276208877563477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13365007229911174,0.2357871720116618,0.9800014495849609,0.1407439634544268,0.7261503928170595,0.13365007229911174,0.2357871720116618,0.1407439634544268,0.7261503928170595,0.0
